order_id,customer_key,product_key,seller_key,order_date_key,delivery_date_key,geo_key,review_key,price,freight_value,total_order_payment_value,primary_payment_type,delivery_lead_time_days,is_late
000aed2e25dbad2f9ddb70584c5a2ded,30820,30284,999,20180511,20180518,5069,94975,144.0,8.77,152.77,credit_card,6,0
000c3e6612759851cc3cbb4b83257986,96369,1403,2494,20170812,20170819,4917,19618,99.0,13.71,112.71,boleto,7,0
000e562887b1f2006d75e0be9558292e,51954,2781,1055,20180222,20180312,4443,27154,25.0,16.11,41.11,credit_card,18,0
000e63d38ae8c00bbcb5a30573b99628,19531,24600,1573,20180323,20180327,2202,57863,47.9,8.88,56.78,credit_card,3,0
000e906b789b55f64edcb1f84030f90d,64044,7116,988,20171121,20171209,6204,80509,21.99,11.85,33.84,credit_card,17,1
000f25f4d72195062c040b12dce9a18a,63915,16624,1183,20180307,20180322,7428,68599,119.99,44.4,164.39,credit_card,15,0
001021efaa8636c29475e7734483457d,60605,27296,798,20180227,20180308,17052,62007,49.0,15.1,64.1,credit_card,9,0
0010b2e5201cc5f1ae7e9c6cc8f5bd00,14728,26771,560,20170911,20170923,6628,69275,48.9,16.6,65.5,credit_card,11,0
00119ff934e539cf26f92b9ef0cdfed8,38350,16955,1155,20170806,20170816,7294,93031,219.9,16.98,236.88,credit_card,10,0
0011d82c4b53e22e84023405fb467e57,83944,26857,665,20180116,20180126,33,79274,289.0,26.33,315.33,credit_card,10,0
00125cb692d04887809806618a2a145f,23983,13501,1099,20170323,20170407,15114,17657,109.9,25.51,135.41,credit_card,15,0
00130c0eee84a3d909e75bc08c5c3ca1,87396,25988,1782,20180611,20180613,4286,10279,27.9,7.94,35.84,boleto,1,0
0013503b13da1eac686219390b7d641b,96824,4764,524,20171205,20171220,3109,6753,119.9,17.32,137.22,boleto,14,0
00137e170939bba5a3134e2386413108,16113,12043,641,20171124,20171211,6669,11400,397.0,24.65,421.65,boleto,17,0
001427c0ec99cf8af737bd88e92fd444,49544,21858,1549,20180407,20180425,9523,43051,59.9,23.35,83.25,credit_card,18,0
00143d0f86d6fbd9f9b38ab440ac16f5,58261,21357,227,20171016,20171027,14935,,21.33,15.1,109.29,credit_card,11,0
00143d0f86d6fbd9f9b38ab440ac16f5,58261,21357,227,20171016,20171027,14935,,21.33,15.1,109.29,credit_card,11,0
00143d0f86d6fbd9f9b38ab440ac16f5,58261,21357,227,20171016,20171027,14935,,21.33,15.1,109.29,credit_card,11,0
0014ae671de39511f7575066200733b7,85853,16474,2760,20170522,20170607,16438,31320,16.5,14.1,30.6,boleto,16,0
0015ebb40fb17286bea51d4607c4733c,42562,16579,333,20180114,20180201,16857,14251,21.9,15.1,37.0,credit_card,18,0
00169e31ef4b29deaae414f9a5e95929,21029,26347,277,20180116,20180123,6663,94183,39.0,16.11,55.11,boleto,7,0
0016dfedd97fc2950e388d2971d718c7,72802,28532,3034,20170428,20170522,10612,551,49.75,20.8,70.55,voucher,23,0
0017afd5076e074a48f1f1a4c7bac9c5,27545,20792,1264,20170406,20170523,11709,9292,809.1,44.29,853.39,credit_card,46,1
001862358bf858722e1e2ae000cfed8b,77768,6238,2208,20180206,20180215,4725,6868,99.99,13.72,113.71,credit_card,9,0
0019c29108428acffd089c36103c9440,85512,21858,1549,20180306,20180316,9357,75851,59.9,19.95,79.85,credit_card,10,0
001ab0a7578dd66cd4b0a71f5b6e1e41,15061,26486,2322,20171227,20180117,9930,22455,24.89,17.63,127.56,boleto,21,0
001ab0a7578dd66cd4b0a71f5b6e1e41,15061,26486,2322,20171227,20180117,9930,22455,24.89,17.63,127.56,boleto,21,0
001ab0a7578dd66cd4b0a71f5b6e1e41,15061,26486,2322,20171227,20180117,9930,22455,24.89,17.63,127.56,boleto,21,0
001ac194d4a326a6fa99b581e9a3d963,82237,4519,153,20180704,20180712,4434,65798,54.0,8.54,62.54,boleto,8,0
001b76dd48a5b1eee3e87778daa40df8,11397,20489,711,20180326,20180406,5639,72778,81.99,13.01,95.0,credit_card,11,0
001c85b5f68d2be0cb0797afc9e8ce9a,507,21687,2464,20171124,20171222,3770,14627,99.0,13.71,112.71,credit_card,27,1
001d8f0e34a38c37f7dba2a37d4eba8b,70021,20435,2364,20170514,20170526,860,79634,18.99,7.78,53.54,credit_card,11,1
001d8f0e34a38c37f7dba2a37d4eba8b,70021,20435,2364,20170514,20170526,860,79634,18.99,7.78,53.54,credit_card,11,1
001daeb0eddc45b999bad0801ad9d273,75400,25459,508,20170517,20170608,10840,84733,38.33,16.79,55.12,boleto,21,0
001dbc16dc51075e987543d23a0507c7,36286,15668,2464,20170128,20170213,8979,67860,69.9,18.0,87.9,credit_card,15,0
001e7ba991be1b19605ca0316e7130f9,4396,28685,2352,20170318,20170328,16056,49736,195.0,18.21,213.21,credit_card,10,0
001e7cf2ad6bef3ade12ebc56ceaf0f3,15116,31812,1043,20180519,20180604,9578,66179,35.9,15.2,51.1,credit_card,16,0
0020262c8a370bd5a174ea6a2a267321,88307,6914,2922,20171128,20171202,16419,71235,79.5,21.05,100.55,credit_card,4,0
0020a222f55eb79a372d0efee3cca688,10762,19478,2596,20170815,20170824,7449,71290,29.99,15.1,45.09,credit_card,9,0
002175704e8b209f61b9ad5cfd92b60e,28679,23427,1514,20180422,20180502,5425,18722,109.9,13.21,123.11,credit_card,10,0
00229e4e43f7a7e0b9dd819ad43268d3,45239,15719,602,20180331,20180405,4258,62719,74.9,16.49,91.39,credit_card,5,0
0025081dcf9330f9a5052ae82c6ce396,32772,13187,299,20180327,20180405,8548,27456,14.95,18.23,33.18,credit_card,9,0
00254baeb6c932b0a8aeead91fbd02b5,22851,9009,618,20180508,20180530,12439,1765,149.9,43.11,193.01,credit_card,21,0
00259a44fcad3fc0474329e925d14fc3,27282,9696,282,20171227,20180104,8217,36009,19.99,14.1,34.09,credit_card,7,0
0025c5d1a8ca53a240ec2634bb4492ea,59698,2759,391,20180708,20180731,12674,64539,390.0,29.39,419.39,credit_card,23,0
002611a77fe03d076285fd4ca95db77c,62210,14756,548,20180227,20180322,14542,34646,135.0,21.75,156.75,boleto,23,0
002691433f09002ac9ca0c4e8dbb8ead,49434,18859,2683,20170202,20170207,17890,27551,104.0,16.43,120.43,credit_card,4,0
0026a368634b6e6f34f33b1499773a30,74110,21003,1025,20171027,20171107,781,73271,149.0,15.8,164.8,credit_card,11,0
00275bce676303c3bfd7292aefdfa223,83936,32436,582,20171124,20171204,2061,85824,279.9,13.46,293.36,boleto,9,0
00276d5c3491fbf55305e26891040df9,68959,17681,2883,20180213,20180316,16936,35847,44.9,23.22,68.12,credit_card,31,0
002834535f7a609a5c68266f173fa59e,37044,12233,988,20180723,20180811,11145,30324,37.99,19.18,57.17,boleto,18,0
0028de0ca693a1bb26448916a81105cc,638,12291,391,20180815,20180828,18047,37688,29.99,15.31,45.3,boleto,13,0
002955b0acc63d04f6724a31967e82bd,57971,17612,1311,20171218,20171226,9154,31950,120.0,15.59,135.59,credit_card,8,0
0029c5db35ef291ce99d1262012e7daa,80036,14259,2583,20180825,20180830,3488,23970,492.75,21.62,514.37,boleto,5,0
0029f17cf0e7640c5cb6825af681303f,78691,9274,736,20180502,20180510,17180,51536,94.9,18.54,113.44,credit_card,8,0
002af7fa9eb99d1456bceb6a13d6fc0b,97271,20700,748,20180218,20180312,17695,28446,88.34,21.11,109.45,credit_card,21,0
002b430ff89b3a24c31a1170acbbedea,39650,14035,2208,20170620,20170629,9525,95823,199.99,65.56,265.55,credit_card,8,0
002b4e6fa42cd4a22cc86abc18fe9c05,9278,19818,2106,20180311,20180319,742,48607,99.9,19.67,119.57,credit_card,8,0
002c9def9c9b951b1bec6d50753c9891,75254,25444,2685,20180514,20180518,147,37568,78.0,8.9,173.8,credit_card,3,0
002c9def9c9b951b1bec6d50753c9891,75254,25444,2685,20180514,20180518,147,37568,78.0,8.9,173.8,credit_card,3,0
002d040018d12a3853c059f7f23ab5b1,86076,20460,999,20171119,20171127,16440,96726,155.0,14.84,169.84,boleto,7,0
002f16b7bc4530031b7d90f791b12d8a,66901,20612,1816,20180702,20180706,2919,18243,249.9,34.23,284.13,debit_card,4,0
002f98c0f7efd42638ed6100ca699b42,60426,24290,74,20170804,20170807,18021,11564,8.99,32.57,93.62,credit_card,3,0
002f98c0f7efd42638ed6100ca699b42,60426,24599,174,20170804,20170807,18021,11564,44.9,7.16,93.62,credit_card,3,0
0030d783f979fbc5981e75613b057344,7837,8680,2521,20171124,20180106,6652,12033,60.6,17.67,78.27,credit_card,42,1
0030ff924c38549807645976adeef2c0,87387,14165,1536,20180325,20180416,8122,38380,225.0,67.24,292.24,credit_card,21,0
00324b3eda39ba5ecce3945823e3594c,12234,11486,1293,20180410,20180503,16832,11093,76.0,34.07,110.07,boleto,23,1
0032d07457ae9c806c79368d7d9ce96b,15983,7508,2879,20180310,20180429,6634,4941,159.0,27.19,186.19,credit_card,50,1
003324c70b19a16798817b2b3640e721,45231,14057,1133,20170518,20170530,9650,91024,102.9,14.45,234.7,credit_card,11,0
003324c70b19a16798817b2b3640e721,45231,14057,1133,20170518,20170530,9650,91024,102.9,14.45,234.7,credit_card,11,0
00335b686d693c7d72deeb12f8e89227,4639,9299,1657,20170717,20170912,7802,,63.9,16.89,80.79,boleto,56,1
00335f75ea6a4455b524a8dd177067f5,38935,15801,1274,20180425,20180503,6723,33544,168.8,8.21,177.01,credit_card,8,0
00337fe25a3780b3424d9ad7c5a4b35e,43821,3403,453,20170925,20170927,2928,59125,59.9,9.94,139.68,credit_card,1,0
00337fe25a3780b3424d9ad7c5a4b35e,43821,21085,453,20170925,20170927,2928,59125,59.9,9.94,139.68,credit_card,1,0
003423b755b562962a6225a8de40d12e,84773,16892,2676,20180708,20180724,10626,17586,232.75,28.58,261.33,boleto,16,0
00345f338696283410b7977d2e3efc89,80298,21949,280,20180820,20180830,5214,56417,48.9,18.44,67.34,credit_card,10,0
0035246a40f520710769010f752e7507,47262,25501,2464,20170817,20170828,1818,19648,87.0,12.11,99.11,credit_card,11,0
0035c0b07126fe9c24a325216fb96064,22156,31654,47,20171124,20171207,4850,24331,131.9,18.54,150.44,credit_card,13,0
0035e6b7ade84b3f5b86bd49814793df,34829,32839,383,20180221,20180226,306,94574,19.9,14.1,34.0,credit_card,5,0
0036757472ece3dde52fd4bfd929c90e,16349,25808,1183,20180719,20180809,5832,48367,136.99,66.04,203.03,debit_card,20,0
0036887767dea4bd43b1a88cd0d9477a,34606,32182,2956,20171013,20171023,8083,39244,399.99,23.64,423.63,credit_card,10,0
00378c6c981f234634c0b9d6128df6dd,83710,31683,2494,20180202,20180226,2315,59907,41.0,11.85,52.85,credit_card,24,1
003822434f91204da0a51fe4cf2aba18,72731,26608,788,20180613,20180619,6355,15599,69.0,18.58,175.16,boleto,5,0
003822434f91204da0a51fe4cf2aba18,72731,26608,788,20180613,20180619,6355,15599,69.0,18.58,175.16,boleto,5,0
0039500db36d50d7d0bfaf23723550f3,33911,12687,602,20180706,20180721,11662,76791,169.9,33.33,203.23,credit_card,14,0
003a7f59d7e08a9c61d9e2881fe6459c,9710,17205,1515,20180819,20180827,14384,48782,119.0,15.28,134.28,credit_card,8,0
003a94f778ef8cfd50247c8c1b582257,81916,12807,1961,20180803,20180824,16034,15960,39.9,18.08,57.98,credit_card,20,1
003cc6161d7a2593f2525cce0c330d32,38460,3287,2394,20180803,20180807,740,54588,85.0,12.9,97.9,credit_card,3,0
003d0634280ff3d1d3a54459349a6899,5703,23829,303,20180317,20180327,3238,6432,220.0,8.89,228.89,credit_card,10,0
003d804eef0e1b856881cd18e0cc0d4c,13031,6370,2618,20171117,20180110,13556,72460,277.0,35.74,312.74,credit_card,54,1
003d9fc84ad902adf2265248b5ffe1a4,63064,13984,1931,20180819,20180827,2795,95639,66.99,27.75,94.74,credit_card,7,0
003edccf16bc5ec447f592913b3df2b4,79640,22806,72,20180707,20180802,13412,12763,14.0,50.85,64.85,credit_card,26,0
003f201cdd39cdd59b6447cff2195456,90163,2796,810,20180221,20180328,6670,73920,85.0,17.03,204.06,credit_card,35,1
003f201cdd39cdd59b6447cff2195456,90163,2796,810,20180221,20180328,6670,73920,85.0,17.03,204.06,credit_card,35,1
003f9bcc09427647c4b9d361a523545b,68210,27114,69,20180206,20180208,4134,18123,229.0,9.8,238.8,credit_card,2,0
00404fa7a687c8c44ca69d42695aae73,57615,794,243,20180507,20180518,2917,80558,99.9,0.0,99.9,boleto,10,0
0040a56893444cb56cba7cfe2225e34e,46040,26251,473,20180122,20180214,10177,72585,84.9,34.39,119.29,credit_card,22,0
004157daafa0bc8672e01f00e4f0c04f,38852,30092,1591,20170521,20170602,12563,79665,189.0,33.91,222.91,credit_card,12,0
00418a49a685c6bb60633291c3fab17a,81628,195,798,20171003,20171005,3085,81775,49.0,7.78,56.78,credit_card,1,0
004345d16a1ab2c21962992c721c8643,38957,1224,2808,20180704,20180711,14662,59121,37.9,15.37,53.27,voucher,7,0
0044c6f6d22dd280534344177c81b989,74779,22680,1375,20180518,20180604,1486,26835,179.93,16.14,196.07,credit_card,17,0
0045e3085f083f0f38d24bb3f22e6593,83739,24352,2803,20170810,20170829,4586,8600,116.9,13.84,130.74,credit_card,19,0
0045f5225a96ef46630701167528fdcb,11526,22984,206,20180610,20180618,8740,18818,94.9,15.51,110.41,boleto,8,0
0046176ff0dbc2a178b7885355dfbb71,5140,21725,1197,20180529,20180604,8483,17861,121.99,15.73,137.72,credit_card,5,0
0046e1d57f4c07c8c92ab26be8c3dfc0,64300,12613,2084,20170926,20170929,732,40363,7.79,7.78,15.57,credit_card,3,0
00471463a6106056c1a2a809f70de640,46540,15492,1183,20170921,20171012,14446,64009,179.99,85.97,265.96,credit_card,20,0
00482f2670787292280e0a8153d82467,64915,25313,2415,20170213,20170215,8915,43944,7.6,10.96,18.56,boleto,1,0
0049edf42837aa808e03552a62bd2158,73503,30292,475,20171230,20180130,6641,92046,49.9,17.6,67.5,credit_card,31,0
004b62108b876867938746ad3154167f,65198,3176,3076,20180704,20180713,2103,29034,110.32,8.03,118.35,boleto,8,0
004ba47bb589cdbc485e6025bd6d3c81,87249,6519,2796,20171225,20171229,5642,51676,49.0,11.85,60.85,credit_card,3,0
004ca5ae248069d68e8594df8abf6ce0,22802,7835,1894,20180606,20180615,13622,20562,159.9,61.18,221.08,credit_card,9,0
004d76fef3dd46eb4f70da049c8d1f93,26582,19195,2346,20171220,20171226,5693,2563,120.0,27.39,147.39,boleto,6,0
004eab0fd8f28adaf8d488976f77febe,12898,8406,2738,20170802,20170803,6401,96392,21.5,11.98,33.48,credit_card,1,0
004f5d8f238e8908e6864b874eda3391,81690,29567,2040,20180227,20180323,16082,1708,122.99,15.61,138.6,boleto,23,1
004fb11815bc03b01b20a614eef69d14,56960,26299,2208,20171125,20171216,10752,75939,72.99,19.75,92.74,credit_card,21,0
004fb5e6f90a178dc74ad2b016649249,22658,1556,2208,20170611,20170616,6342,69019,129.99,13.93,143.92,credit_card,5,0
005059edee63c8c708ba61910793b31b,88433,21687,2464,20180205,20180219,7517,96591,92.0,17.89,219.78,credit_card,14,0
005059edee63c8c708ba61910793b31b,88433,21687,2464,20180205,20180219,7517,96591,92.0,17.89,219.78,credit_card,14,0
00526a9d4ebde463baee25f386963ddc,83508,9224,2904,20180807,20180816,3889,95476,33.89,8.4,169.16,credit_card,8,1
00526a9d4ebde463baee25f386963ddc,83508,9224,2904,20180807,20180816,3889,95476,33.89,8.4,169.16,credit_card,8,1
00526a9d4ebde463baee25f386963ddc,83508,9224,2904,20180807,20180816,3889,95476,33.89,8.4,169.16,credit_card,8,1
00526a9d4ebde463baee25f386963ddc,83508,9224,2904,20180807,20180816,3889,95476,33.89,8.4,169.16,credit_card,8,1
0055b77cca3186676c147f532dd2547b,30868,8291,2747,20180219,20180307,6709,17352,149.0,40.37,189.37,credit_card,15,0
0057199db02d1a5ef41bacbf41f8f63b,62016,30673,726,20180118,20180206,15871,14431,20.3,16.79,37.09,boleto,19,0
00571ded73b3c061925584feab0db425,41296,28621,999,20170518,20170530,8150,35441,179.9,15.01,389.82,credit_card,11,0
00571ded73b3c061925584feab0db425,41296,28621,999,20170518,20170530,8150,35441,179.9,15.01,389.82,credit_card,11,0
00584d79015452d19fd3d044ba3abdc0,90729,18349,2402,20170723,20170726,2955,92748,109.9,12.27,122.17,credit_card,2,0
00588f5f20fee630b83d4709e0a42715,92293,24503,1665,20170818,20170830,13837,27148,89.0,25.9,114.9,credit_card,12,0
005997dca4c1fc45066d0a03d54a6469,92055,26651,391,20180410,20180413,4505,49780,120.0,13.75,133.75,credit_card,3,0
005a1dded353107dbabf8ffc83a20365,54573,11534,798,20180209,20180302,8818,4035,75.0,14.28,89.28,credit_card,21,0
005b49de51a4e006055e8487a50ad8e4,1562,10512,2386,20170409,20170427,18561,7689,46.86,14.52,61.38,credit_card,18,0
005cad6157eadc7f1f09917607f1704a,16845,9944,1416,20170415,20170503,4278,81921,96.0,14.84,110.84,credit_card,17,0
005d9a5423d47281ac463a968b3936fb,33287,32823,584,20171018,20171027,5174,72398,49.99,18.12,145.26,credit_card,9,0
005d9a5423d47281ac463a968b3936fb,33287,24988,584,20171018,20171027,5174,72398,24.99,13.58,145.26,credit_card,9,0
005d9a5423d47281ac463a968b3936fb,33287,24988,584,20171018,20171027,5174,72398,24.99,13.58,145.26,credit_card,9,0
005e5166e99d1e4d0c4f808b0540ba94,14409,27231,427,20180221,20180327,17352,32404,120.1,16.6,136.7,boleto,34,1
005f25968fc854ea16fb16f5bdbc87c7,9693,25923,206,20180304,20180320,3164,25398,69.9,16.25,86.15,credit_card,16,0
00602f25bffa1dcfb71e202fbf9824fb,45201,14853,2349,20171101,20171127,13602,4192,39.9,54.02,93.92,boleto,26,0
00611822267e76e0055c25c18506f06e,93381,10029,2197,20180726,20180731,14980,33970,159.9,20.31,180.21,credit_card,5,0
006127b8b9a1681a982313ed7129c3c0,87014,24879,243,20180308,20180320,3804,19111,540.0,16.22,556.22,boleto,12,0
0064d74f7de7917d54768d7722ad56ac,39509,26855,1932,20170910,20170914,6848,38760,189.9,31.17,221.07,credit_card,3,0
006557c3221c1fcd02b0106343ab357b,93629,22480,1145,20180223,20180302,1939,51078,14.9,8.27,23.17,credit_card,7,0
00664284de7a3470d22931ed78615ee4,83725,13980,8,20170924,20171003,1047,27032,43.9,11.85,55.75,credit_card,9,0
0066a1fdaee16ad5022c5ef979d0b661,16139,14696,1225,20180610,20180616,7373,23330,139.0,87.28,226.28,credit_card,5,0
0067c6030d65af0ff98790158ddb0020,78851,15299,863,20180427,20180507,1101,86044,40.35,13.71,54.06,credit_card,9,0
0068468c453d28c8ef3fd089e50a5847,67125,962,2248,20171124,20171214,7299,11124,469.0,20.85,489.85,credit_card,19,0
00685d31ae12e47470ba5c18ba74f22c,95094,19027,2153,20170827,20171004,18923,95412,59.0,16.17,75.17,credit_card,37,1
0068c109948b9a1dfb8530d1978acef3,36216,4223,333,20180122,20180208,15737,7627,35.9,15.79,103.38,boleto,16,0
0068c109948b9a1dfb8530d1978acef3,36216,4223,333,20180122,20180208,15737,7627,35.9,15.79,103.38,boleto,16,0
0068e836900867da359bd81db9227a33,69054,25119,2393,20170929,20171005,17918,71254,96.99,16.44,113.43,boleto,6,0
0068fb0e223115e911d362627e8b8800,59622,21394,1904,20180718,20180725,1047,93691,77.9,13.89,91.79,boleto,7,0
006c42f310102c1910b3c5793ce5fc34,53062,20349,1863,20180806,20180815,16221,17833,229.99,20.8,250.79,credit_card,9,0
006cb7cafc99b29548d4f412c7f9f493,2712,245,756,20180217,20180225,14263,79321,56.0,14.14,70.14,credit_card,7,0
006cba07f62f921fe4f58365bde2b2eb,32793,2023,1807,20170814,20170818,5566,91593,69.99,11.99,81.98,credit_card,3,0
006dd93155bc2abd844cc5eed3a0fe7f,33055,24439,375,20171202,20171207,237,85929,49.9,7.78,57.68,credit_card,5,0
006df90050498994d670b40da4651d22,61333,29847,390,20180813,20180815,2869,24419,14.0,7.39,21.39,credit_card,2,0
006e05e81c068ddc38e48ebe189b922e,22364,12123,798,20171227,20180103,8417,11808,29.0,14.1,43.1,credit_card,6,0
006e43460a55bc60c0a437521e426529,56553,11024,1110,20170511,20170519,4407,84361,99.0,43.06,142.06,credit_card,8,0
006e91ddb0674525f84ce0da0655c7ba,33035,22973,1731,20180410,20180416,3790,814,499.0,30.35,529.35,credit_card,5,0
006f7dfffe2d90809598e8f1972b829b,88230,18387,1829,20180322,20180405,5316,6043,39.85,12.79,52.64,credit_card,13,0
0070092bb6004faafa287e5fc35971e9,9861,1130,2274,20170725,20170727,585,86539,149.0,14.06,163.06,credit_card,2,0
0071ee2429bc1efdc43aa3e073a5290e,71686,12924,2394,20180122,20180131,2421,18947,179.98,12.46,192.44,voucher,9,0
0072847849eafe70995fa51a714c81ac,35293,27174,2329,20180514,20180522,4538,11135,219.99,14.9,234.89,boleto,8,0
00750f68bb64537034e93554c64b41b5,91792,4951,798,20171112,20171114,4121,19538,129.0,8.16,137.16,credit_card,2,0
00756576f4e494406945ac21cb82cfe0,89321,25792,2480,20180130,20180209,5475,66575,137.0,15.71,152.71,boleto,9,0
00772b2af35643653f108fdac1155ee3,96843,23023,1303,20170424,20170506,5016,82814,37.0,10.96,47.96,credit_card,12,0
00789ce015e7e5791c7914f32bb4fad4,79533,32733,2772,20170628,20170717,6669,4835,154.0,14.83,190.81,credit_card,18,0
0078a358a14592b887eb140ef515f5ab,12178,28807,2108,20171106,20171121,15127,29242,253.52,82.86,336.38,credit_card,15,0
0079bca8e89bd52fdb87408e4f3fb94d,40067,19746,1619,20180503,20180508,2500,47451,49.9,7.39,57.29,boleto,5,0
007bbb40c95870c0f75a7855f2636c65,79641,18108,2389,20180424,20180426,1830,39538,148.9,13.95,162.85,credit_card,2,0
007beb35f98c075747e6fc4fd1c0cb73,75405,329,18,20170923,20171004,6389,32596,64.9,18.69,83.59,credit_card,11,0
007c7cb12ef3567531307ca78d395758,98575,18865,69,20180220,20180312,15419,43169,179.0,16.0,195.0,credit_card,20,0
007ec946d4f798caf2b43c9d44c56421,37798,21627,2851,20171124,20171206,18398,42327,27.9,15.1,43.0,boleto,12,0
007ff0b0f79be782f633fc3b18cbe337,49425,17915,2932,20180203,20180214,8072,92144,39.0,16.11,55.11,credit_card,11,0
0080eebb288dba1857ccf048dfe6bdfe,7919,3494,1414,20170811,20170818,16230,86485,7.0,14.1,21.1,voucher,7,0
0081ab2c99dc85945c28926b77dc6960,83718,15388,574,20180214,20180219,3344,18739,269.0,10.7,279.7,credit_card,4,0
0081ce648af7d6a7bac2a93b6035d1e3,88837,5878,1466,20171108,20171122,18612,10817,99.9,17.95,117.85,boleto,14,0
0084209c576daad6ff4534902fcb4892,98881,22570,2464,20170705,20170718,6687,49078,69.9,15.24,85.14,credit_card,12,0
0084e195fbd72ae51599af47f04afede,12053,547,1534,20180314,20180504,17953,34459,89.9,23.13,113.03,credit_card,50,1
00858d03144cc35cfd1dd043647e7c88,63234,15125,1145,20180314,20180322,18185,58113,165.0,19.03,184.03,credit_card,8,0
008720830a8a30e39e6f22f81818a141,65340,30221,2208,20170813,20170818,2875,66732,57.99,11.73,69.72,credit_card,4,0
0087889a1c836be17f58afd7f1729a4a,80869,15839,999,20171023,20171024,4864,90049,259.0,10.63,269.63,credit_card,1,0
008819c6d5f6da6fa5cd9d50ca927cf4,47296,3255,798,20180804,20180807,301,88987,55.0,7.65,62.65,credit_card,2,0
00891ba5de66f55000ee358ceea9b345,62577,6687,2494,20170514,20170523,14260,73111,133.0,16.69,149.69,credit_card,8,0
008990da719764fb392914d8ab53ad04,54315,1054,2002,20180511,20180605,7538,64681,35.9,18.23,54.13,credit_card,24,0
008a1b3db2a8bf63418c2cf7c7f494b1,10845,24623,2555,20180402,20180503,8714,78244,14.89,18.23,33.12,credit_card,31,1
008a40c2b8b21893e04945ce58854b55,24159,31102,2719,20180429,20180508,5865,21472,99.0,13.0,112.0,credit_card,8,0
008c3a655c66f4d92370d0d422732f69,13549,9354,391,20180304,20180309,6012,9969,90.0,9.44,99.44,boleto,4,0
008ce8764db2e397e153000e017475b6,83876,17715,1954,20180518,20180523,1667,53933,43.49,27.39,70.88,credit_card,5,0
008cfe221ab054c89bc31720098cca51,37387,16301,2755,20180808,20180814,2885,44810,109.99,36.85,146.84,credit_card,6,0
008d9bf350ff02ed444b3452cf3f57e0,98531,22723,2392,20180604,20180613,7781,26708,9.99,15.23,50.44,credit_card,9,0
008d9bf350ff02ed444b3452cf3f57e0,98531,22723,2392,20180604,20180613,7781,26708,9.99,15.23,50.44,credit_card,9,0
008dc31c0ae7121f2791953ae5f532c3,33454,6255,1556,20180106,20180129,13325,41507,28.5,34.15,62.65,credit_card,23,0
008dd5e80ebf8f849aa0c5bf4e22ce7a,80334,22123,1438,20180320,20180323,5826,2893,199.0,8.74,207.74,boleto,2,0
008eaf9004164883520d0bd32b107261,43376,26955,2521,20170710,20170721,6513,14684,135.9,21.44,157.34,boleto,10,0
008f831b7185cff7ab35a46c37d64cd2,27589,25159,694,20180630,20180707,16814,18210,249.0,37.09,286.09,credit_card,7,0
008fab5602c441d51f30b1464f5d4643,21022,2576,2118,20170222,20170303,8429,16557,49.99,15.56,65.55,credit_card,9,0
0091a677651feaf5a08d7bb147681e14,32887,1251,798,20180824,20180828,4806,60612,38.0,7.53,45.53,credit_card,4,0
